,loc_0,loc_1,loc_2,loc_3,loc_4,loc_5
135,10,7,7,7,1,4
136,7,10,7,2,3,3
137,8,8,10,3,8,9
138,1,9,5,6,5,7
139,7,5,10,9,1,6
140,9,3,9,6,8,5
141,4,7,4,10,1,4
142,10,6,2,5,6,4
143,7,7,8,5,3,5
144,8,7,5,3,9,2
145,8,1,8,5,5,2
146,10,9,4,8,2,8
147,5,7,10,1,9,10
148,51,3,12,69,47,76
149,9,7,6,9,7,9
150,9,6,9,5,6,4
151,6,4,10,5,4,3
152,5,10,4,8,9,8
153,5,1,5,3,9,10
154,8,9,1,10,9,6
155,8,2,1,3,6,5
156,4,2,2,2,3,1
157,3,7,10,5,6,8
158,1,2,6,8,7,10
159,8,1,5,2,5,4
160,9,6,2,9,10,3
161,2,7,3,2,3,8
162,2,7,7,1,10,3
163,5,1,4,8,7,10
164,5,9,4,5,7,2
165,9,7,5,8,10,10
166,1,3,6,6,3,10
167,5,5,9,9,5,9
168,7,5,6,10,5,10
169,2,7,10,8,3,1
170,6,1,7,3,7,9
171,3,5,5,4,5,2
172,7,7,10,9,6,1
173,8,5,9,4,4,9
174,9,6,9,5,3,9
175,3,7,2,5,6,1
176,1,1,2,6,1,8
177,9,5,8,5,4,2
178,10,10,9,2,3,10
179,4,6,7,8,9,5
180,7,3,1,6,8,2
181,5,7,10,9,1,9
182,6,1,6,5,3,2
183,7,8,7,4,4,4
184,10,3,10,8,5,7
185,62,93,23,12,45,82
186,8,1,3,4,3,1
187,9,10,1,4,3,9
188,7,6,2,10,4,1
189,2,1,1,8,5,9
190,2,10,5,6,2,3
191,9,4,6,10,2,3
192,10,3,2,8,4,6
193,6,9,10,2,4,2
194,8,7,3,2,4,4
195,7,6,8,4,8,2
196,8,9,1,6,3,2
197,9,6,3,1,8,7
198,1,5,10,3,7,9
199,6,6,10,3,7,4
200,4,9,7,6,4,3
201,5,7,8,6,6,10
202,1,5,1,8,3,6
203,1,9,4,5,8,7
204,7,6,7,2,8,2
205,3,9,8,2,1,3
206,1,7,6,1,6,9
207,2,7,7,1,10,3
208,3,7,9,4,1,1
209,4,10,8,6,6,7
210,8,5,4,3,10,7
211,2,6,9,4,9,10
212,10,10,5,1,10,9
213,7,7,2,1,1,8
214,1,1,7,1,5,2
215,1,3,9,2,3,8
216,6,5,2,9,5,4
217,6,5,2,3,6,10
218,3,1,1,3,3,8
219,7,8,6,7,6,4
220,9,1,5,4,5,10
221,6,2,5,7,3,5
222,1,89,37,54,53,19
223,8,7,7,7,5,2
224,7,10,5,8,1,7
225,4,1,5,2,8,7
226,6,7,4,6,10,3
227,4,7,1,4,7,10
228,5,9,4,4,2,4
229,6,1,6,4,7,2
230,6,9,8,10,1,7
231,10,6,1,2,2,5
232,2,8,1,10,5,3
233,8,1,4,3,7,10
234,4,7,10,4,3,6
235,3,1,9,10,3,6
236,5,7,4,7,5,5
237,8,3,2,7,3,9
238,1,1,8,8,8,10
239,5,8,1,6,7,10
240,4,7,8,10,9,1
241,1,6,8,1,10,9
242,2,10,6,10,1,2
243,7,10,9,1,6,3
244,4,7,8,8,10,1
245,6,6,7,3,9,5
246,7,2,5,10,9,10
247,5,3,1,5,8,5
248,10,4,2,9,10,5
249,4,6,5,1,5,4
250,9,6,7,7,6,3
251,2,8,7,5,6,1
252,4,2,9,7,5,3
253,2,1,1,5,4,8
254,2,3,5,3,9,1
255,6,1,2,8,3,8
256,6,2,10,9,7,6
257,8,10,6,3,6,6
258,2,2,9,9,3,7
259,15,48,19,5,27,17
260,9,2,3,2,5,9
261,5,3,5,7,4,6
262,8,9,7,10,3,4
263,4,10,5,7,7,4
264,7,7,5,8,4,5
265,5,8,1,10,5,6
266,9,4,7,10,4,5
267,8,9,3,8,6,4
268,7,6,1,3,7,2
269,6,4,5,10,2,7
270,10,4,4,5,2,1
271,8,10,7,5,8,3
272,7,1,4,5,5,1
273,2,10,6,3,2,3
274,1,2,1,5,8,3
275,1,9,9,5,1,1
276,9,10,6,3,3,3
277,4,10,10,1,2,4
278,6,10,8,8,4,4
279,5,3,8,5,10,9
280,3,7,6,3,4,10
281,8,6,4,3,9,4
282,6,6,10,9,3,9
283,9,2,7,10,5,1
284,6,2,5,5,6,8
285,5,10,4,9,1,8
286,1,6,6,9,4,5
287,10,5,7,8,10,8
288,3,4,1,9,6,8
289,8,9,7,1,1,8
290,6,10,5,8,7,8
291,8,4,9,9,6,10
292,1,10,10,2,3,8
293,4,8,1,3,10,3
294,8,9,4,9,9,4
295,8,6,7,8,8,4
296,60,74,56,34,86,98
297,5,3,8,10,3,5
298,5,7,2,6,4,5
299,8,6,8,3,2,4
300,1,8,9,2,5,3
301,8,8,6,6,1,4
302,3,2,7,3,2,4
303,3,2,7,6,7,5
304,8,6,2,7,10,6
305,2,6,7,4,6,7
306,9,5,4,5,6,2
307,2,9,1,7,2,8
308,10,1,3,4,5,4
309,9,1,4,5,2,7
310,1,10,5,8,8,8
311,1,3,3,9,2,7
312,3,2,6,8,7,10
313,1,4,4,2,6,9
314,10,1,2,2,4,3
315,8,4,9,5,1,7
316,8,2,1,8,2,2
317,6,9,4,5,5,6
318,1,5,3,7,4,3
319,5,10,6,10,6,6
320,6,3,10,7,6,8
321,4,5,5,9,9,4
322,1,4,3,5,8,7
323,8,3,8,5,2,4
324,6,9,10,10,6,9
325,5,3,1,2,9,9
326,1,3,3,9,8,10
327,7,6,7,1,3,5
328,1,8,3,4,7,1
329,6,2,4,6,7,10
330,5,1,8,4,7,3
331,8,10,5,7,1,7
332,5,1,9,5,1,5
