,loc_0,loc_1,loc_2,loc_3,loc_4,loc_5
75,8,2,2,9,3,9
76,2,5,6,1,3,3
77,8,9,5,3,6,3
78,1,5,7,7,9,9
79,1,10,9,9,5,2
80,6,5,8,6,5,6
81,6,7,7,3,10,1
82,9,8,6,7,1,7
83,3,3,2,2,6,10
84,9,2,1,4,3,7
85,10,7,6,3,6,9
86,7,9,8,8,5,10
87,7,7,7,10,10,10
88,1,2,7,3,5,10
89,6,8,2,5,1,5
90,10,6,7,5,6,4
91,2,7,3,1,4,7
92,5,3,10,5,3,6
93,5,1,8,3,6,3
94,1,8,5,9,1,8
95,9,8,3,8,3,6
96,4,10,5,10,10,5
97,7,3,4,4,9,10
98,3,2,3,9,2,5
99,6,9,5,7,3,8
100,5,2,10,3,10,8
101,7,9,1,8,10,9
102,5,7,9,5,5,2
103,5,10,5,7,10,3
104,6,7,1,2,3,5
105,2,4,6,6,5,8
106,5,9,9,8,6,1
107,10,10,2,3,1,10
108,5,6,4,9,6,1
109,6,1,1,8,8,10
110,7,1,4,2,3,9
111,57,58,23,73,94,80
112,7,1,8,2,1,10
113,8,8,10,1,6,4
114,3,5,8,3,1,9
115,1,9,2,7,4,10
116,8,8,6,1,9,9
117,4,5,5,8,7,2
118,2,10,7,6,6,3
119,3,9,8,9,8,8
120,7,9,5,2,8,3
121,10,3,1,3,7,3
122,7,10,8,2,5,6
123,7,1,6,1,5,5
124,6,4,1,8,2,6
125,2,3,10,10,3,6
126,1,10,10,3,8,4
127,6,2,8,5,8,9
128,5,2,9,7,3,1
129,10,1,5,9,4,4
130,2,9,9,2,4,3
131,7,1,5,1,2,5
132,10,2,5,10,6,3
133,1,7,6,2,8,3
134,5,9,8,9,3,2
135,2,3,6,9,8,5
136,6,2,4,3,8,5
137,2,8,3,4,9,1
138,3,1,3,1,9,9
139,5,9,8,4,1,7
140,6,8,2,7,2,3
141,1,1,2,2,5,1
142,2,8,4,10,3,8
143,2,4,2,3,2,2
144,2,2,10,2,9,1
145,1,3,9,5,2,10
146,2,3,10,6,3,1
147,8,7,3,1,4,10
148,48,80,30,67,89,2
149,6,6,8,2,10,1
150,2,3,6,5,7,10
151,1,8,3,10,5,10
152,7,7,1,6,7,10
153,3,9,6,6,9,7
154,4,8,8,5,8,2
155,5,7,10,2,9,2
156,8,4,8,7,8,7
157,1,6,8,8,6,10
158,6,5,10,7,3,5
159,9,4,4,5,8,9
160,9,5,5,4,6,3
161,10,4,2,5,2,1
162,3,10,7,8,9,4
163,4,1,9,1,10,8
164,7,4,6,8,10,3
165,3,1,7,9,4,6
166,9,5,4,10,5,2
167,4,4,6,7,2,2
168,10,10,7,2,7,4
169,8,10,10,3,10,9
170,6,7,6,9,3,5
171,8,10,7,5,10,6
172,7,7,4,6,8,8
173,8,10,3,6,4,6
174,7,9,5,7,7,8
175,4,5,8,4,9,4
176,8,6,7,5,6,6
177,3,4,9,6,4,8
178,8,5,8,1,2,4
179,5,4,8,6,3,7
180,3,1,8,1,8,1
181,6,10,1,9,9,6
182,10,4,2,6,1,6
183,9,10,10,8,9,8
184,7,10,8,6,1,1
185,56,12,55,68,78,19
186,3,3,8,4,6,6
187,8,8,1,5,5,10
188,7,9,10,2,8,5
189,2,10,5,3,6,7
190,1,7,6,9,8,7
191,1,2,3,1,8,2
192,9,10,10,5,1,3
193,6,2,6,1,5,10
194,8,3,1,3,9,3
195,9,9,8,1,5,3
196,6,5,6,10,1,8
197,7,7,5,8,3,2
198,5,1,4,8,7,2
199,9,7,6,6,7,4
200,10,10,9,8,4,5
201,6,1,10,6,7,10
202,8,6,5,1,10,9
203,8,6,8,7,2,8
204,7,8,9,4,8,2
205,2,7,4,10,2,4
206,4,10,9,3,1,9
207,7,1,8,2,1,8
208,8,4,3,7,6,6
209,2,1,6,2,1,4
210,6,7,1,6,8,6
211,6,2,2,9,1,8
212,3,2,2,6,10,8
213,5,8,5,8,6,8
214,8,9,8,1,5,8
215,8,4,9,9,1,6
216,10,7,9,3,3,10
217,1,1,3,7,8,2
218,6,5,10,9,8,1
219,9,10,9,6,9,6
220,5,1,6,5,3,8
221,7,7,1,10,2,6
222,13,34,57,65,84,36
223,6,8,6,5,9,9
224,6,1,3,10,3,7
225,4,9,7,5,7,2
226,8,4,1,9,4,1
227,2,10,4,8,1,7
228,4,1,5,9,1,7
229,6,1,6,10,9,7
230,4,9,7,1,5,1
231,6,10,6,2,5,1
232,5,7,5,6,6,9
233,2,3,1,2,9,2
234,1,8,6,3,6,8
235,7,1,6,2,1,4
236,3,1,2,2,2,10
237,3,3,4,4,6,7
238,7,10,9,3,8,10
239,2,3,1,8,5,6
240,7,8,7,5,9,1
241,4,4,5,8,4,4
242,1,1,8,10,5,9
243,2,7,4,10,9,7
244,10,9,6,4,2,8
245,8,10,9,7,5,6
246,1,4,1,6,6,1
247,3,1,4,7,7,1
248,9,10,2,10,3,9
249,2,8,2,1,9,1
250,7,7,6,8,3,1
251,9,5,2,4,2,3
252,5,2,7,7,3,9
253,5,2,9,3,1,9
254,7,1,2,6,3,5
255,7,1,6,2,6,7
256,6,10,2,1,3,7
257,5,9,9,7,1,3
258,8,5,1,6,9,8
259,76,69,16,91,16,29
260,3,1,8,9,1,8
261,4,5,1,9,1,10
262,6,4,10,10,10,5
263,2,9,3,8,7,5
264,3,5,9,4,3,2
265,2,9,3,7,8,5
266,6,8,3,1,8,5
267,8,7,6,10,8,2
268,3,2,7,7,5,7
269,4,4,5,2,2,2
270,7,10,2,7,4,1
271,10,7,6,2,4,3
272,6,2,2,10,8,4
273,1,8,4,2,1,6
274,3,9,8,6,9,10
275,1,8,5,4,3,4
276,6,6,5,3,3,5
277,5,2,1,2,10,3
278,9,8,6,7,2,10
279,6,10,3,4,7,7
280,2,2,10,1,6,3
281,7,4,10,9,5,6
282,1,9,10,1,5,5
283,7,10,3,7,5,9
284,4,10,6,10,10,4
285,9,1,1,1,10,8
286,1,5,1,3,4,9
287,5,9,1,8,5,3
288,2,1,6,2,9,9
289,2,5,2,3,6,9
290,7,8,7,10,10,8
291,9,6,7,4,1,2
292,9,7,7,8,1,3
293,6,3,1,2,6,7
294,10,10,5,7,4,1
295,1,9,3,10,8,6
296,35,31,86,33,21,24
297,10,5,9,6,9,10
298,2,5,6,1,1,10
299,5,2,9,9,7,8
300,7,8,6,2,4,4
301,2,4,1,10,1,2
302,1,8,8,10,9,9
303,6,1,2,8,7,5
304,3,2,1,3,1,4
305,8,8,4,8,3,4
306,4,6,7,10,4,2
307,6,4,7,5,6,3
308,3,2,7,8,3,3
309,6,2,2,6,6,2
310,6,9,9,5,2,5
311,4,3,8,5,4,7
312,9,7,5,8,1,8
313,10,8,9,10,1,8
314,7,9,10,4,5,6
315,7,8,4,10,7,2
316,6,9,10,2,8,3
317,1,3,1,5,8,7
318,8,10,5,8,8,5
319,1,7,10,4,6,7
320,1,9,6,4,6,8
321,6,2,5,9,5,6
322,6,2,7,9,2,4
323,5,6,10,6,3,4
324,9,1,10,1,2,7
325,8,7,1,8,4,5
326,3,3,9,8,9,3
327,4,5,3,3,10,8
328,2,3,2,7,7,10
329,4,2,9,4,9,6
330,6,10,5,2,6,1
331,8,3,2,4,3,3
332,7,7,3,6,4,3
