,loc_0,loc_1,loc_2,loc_3,loc_4,loc_5
150,4,6,7,1,5,6
151,8,9,3,9,6,4
152,8,7,10,9,4,3
153,7,6,4,10,1,5
154,8,8,6,5,10,10
155,7,4,4,10,1,3
156,2,1,8,5,2,7
157,7,9,2,5,4,7
158,4,8,5,5,6,4
159,10,3,8,9,6,2
160,2,9,5,10,4,5
161,1,1,6,6,5,7
162,7,4,2,4,4,10
163,7,7,2,3,10,6
164,8,6,10,7,3,9
165,5,7,10,4,6,1
166,4,9,1,3,6,7
167,10,9,1,8,1,4
168,5,10,7,3,8,4
169,8,1,9,5,10,7
170,9,7,6,4,1,7
171,5,1,1,1,5,3
172,4,4,5,7,1,4
173,7,6,6,7,4,7
174,8,5,5,3,5,2
175,2,2,3,4,3,1
176,5,7,10,4,5,10
177,2,7,5,6,10,6
178,8,1,4,1,10,5
179,6,10,1,7,3,6
180,7,10,1,3,7,2
181,2,1,5,1,10,7
182,7,8,3,2,8,6
183,5,7,7,10,8,4
184,2,5,1,10,10,7
185,7,12,92,53,5,41
186,4,9,9,5,10,2
187,9,2,4,3,7,4
188,2,2,3,4,9,5
189,7,8,7,9,6,4
190,1,2,1,3,7,3
191,9,2,6,5,2,1
192,4,1,8,5,4,2
193,9,1,10,4,8,3
194,4,7,2,9,8,1
195,5,8,1,10,4,9
196,10,8,6,6,1,9
197,10,2,7,10,10,1
198,7,5,3,4,5,7
199,5,3,7,5,4,8
200,9,2,10,8,7,1
201,3,3,10,5,4,8
202,4,8,7,9,5,6
203,8,1,6,5,2,1
204,9,5,9,6,8,7
205,7,5,10,2,1,1
206,6,8,7,2,4,8
207,6,5,5,9,4,10
208,2,8,6,6,1,9
209,4,3,1,6,4,1
210,3,2,9,5,9,2
211,2,1,2,8,7,8
212,4,2,5,10,3,3
213,8,5,9,10,8,10
214,10,5,2,9,5,2
215,3,8,5,4,10,3
216,4,10,1,4,8,6
217,4,4,1,4,9,8
218,10,7,9,2,4,3
219,7,9,6,6,9,7
220,5,4,6,6,9,9
221,6,5,2,4,2,6
222,49,76,51,32,73,81
223,6,1,5,1,4,4
224,4,5,6,10,2,10
225,6,10,2,4,10,2
226,6,4,8,5,4,2
227,10,6,5,7,5,4
228,9,7,10,7,9,1
229,7,3,6,1,10,1
230,8,9,5,5,1,10
231,6,5,7,8,10,1
232,2,3,2,5,4,4
233,7,5,4,4,10,9
234,1,10,6,5,4,6
235,6,5,7,1,1,6
236,8,6,7,7,1,8
237,7,7,1,1,9,1
238,9,1,7,5,7,1
239,4,5,7,3,9,5
240,10,3,4,1,2,5
241,10,7,4,3,9,3
242,1,1,4,6,6,6
243,4,1,7,9,6,2
244,2,8,10,1,10,3
245,4,4,2,8,5,6
246,2,5,6,5,2,4
247,4,5,10,1,3,4
248,7,9,7,9,10,10
249,1,5,7,6,7,9
250,3,9,8,8,2,1
251,2,5,5,1,3,5
252,1,10,2,10,7,10
253,6,10,9,7,6,2
254,7,9,4,6,1,3
255,9,3,6,6,9,10
256,10,7,1,9,5,6
257,10,6,3,6,1,2
258,8,9,5,4,3,7
259,43,96,90,62,51,11
260,7,1,8,2,6,5
261,8,8,7,8,1,3
262,9,7,7,9,1,10
263,4,4,4,2,8,5
264,2,5,1,1,3,8
265,10,2,4,5,2,2
266,9,10,6,1,4,3
267,3,8,5,8,5,6
268,7,4,6,3,5,6
269,5,7,3,4,8,2
270,9,3,6,4,7,2
271,6,6,9,8,2,4
272,1,8,1,6,1,9
273,10,8,9,2,2,3
274,6,9,9,2,8,6
275,4,4,10,2,4,10
276,6,6,2,9,8,10
277,1,7,7,9,10,5
278,4,4,2,10,2,8
279,2,5,3,8,5,3
280,7,5,4,9,9,9
281,1,3,9,9,7,3
282,7,8,6,4,7,8
283,6,7,1,9,8,1
284,8,8,9,1,9,7
285,10,2,2,2,3,9
286,7,5,6,7,2,10
287,9,4,6,7,1,1
288,5,10,4,1,5,8
289,8,2,6,7,4,3
290,4,8,7,9,3,6
291,5,5,7,8,9,4
292,9,2,9,10,3,3
293,6,2,3,9,1,6
294,8,4,5,9,1,9
295,7,9,7,4,6,1
296,45,9,10,83,97,61
297,6,2,5,7,4,5
298,7,1,7,8,4,8
299,2,9,10,5,5,1
300,2,8,9,4,8,7
301,1,9,3,5,5,3
302,6,10,10,5,3,1
303,8,5,2,5,3,3
304,8,9,4,6,3,9
305,8,3,6,8,5,8
306,5,4,6,4,9,2
307,10,4,4,9,3,2
308,4,1,6,5,9,3
309,8,8,2,7,7,8
310,6,9,4,10,10,8
311,5,10,5,5,10,4
312,3,1,10,7,6,7
313,9,10,6,2,9,3
314,8,1,3,4,3,5
315,8,3,2,10,8,10
316,6,1,2,10,10,1
317,9,1,8,9,8,1
318,1,10,8,1,2,5
319,7,7,3,4,6,8
320,7,8,8,9,5,9
321,10,10,7,4,4,2
322,2,3,2,2,7,2
323,5,1,4,3,7,3
324,4,1,10,6,5,2
325,5,5,1,5,8,1
326,5,8,9,5,2,3
327,5,8,7,8,3,4
328,4,9,3,2,6,2
329,7,5,3,1,6,4
330,4,5,10,5,3,7
331,5,9,3,4,10,9
332,1,1,2,5,2,2
