,loc_0,loc_1,loc_2,loc_3,loc_4,loc_5
150,4,6,7,1,5,6
151,8,9,3,9,6,4
152,8,7,10,9,4,3
153,7,6,4,10,1,5
154,8,8,6,5,10,10
155,7,4,4,10,1,3
156,2,1,8,5,2,7
157,7,9,2,5,4,7
158,4,8,5,5,6,4
159,10,3,8,9,6,2
160,2,9,5,10,4,5
161,1,1,6,6,5,7
162,7,4,2,4,4,10
163,7,7,2,3,10,6
164,8,6,10,7,3,9
165,5,7,10,4,6,1
166,4,9,1,3,6,7
167,10,9,1,8,1,4
168,5,10,7,3,8,4
169,8,1,9,5,10,7
170,9,7,6,4,1,7
171,5,1,1,1,5,3
172,4,4,5,7,1,4
173,7,6,6,7,4,7
174,8,5,5,3,5,2
175,2,2,3,4,3,1
176,5,7,10,4,5,10
177,2,7,5,6,10,6
178,8,1,4,1,10,5
179,6,10,1,7,3,6
180,7,10,1,3,7,2
181,2,1,5,1,10,7
182,7,8,3,2,8,6
183,5,7,7,10,8,4
184,2,5,1,10,10,7
185,7,12,92,53,5,41
186,4,9,9,5,10,2
187,9,2,4,3,7,4
188,2,2,3,4,9,5
189,7,8,7,9,6,4
190,1,2,1,3,7,3
191,9,2,6,5,2,1
192,4,1,8,5,4,2
193,9,1,10,4,8,3
194,4,7,2,9,8,1
195,5,8,1,10,4,9
196,10,8,6,6,1,9
197,10,2,7,10,10,1
198,7,5,3,4,5,7
199,5,3,7,5,4,8
200,9,2,10,8,7,1
201,3,3,10,5,4,8
202,4,8,7,9,5,6
203,8,1,6,5,2,1
204,9,5,9,6,8,7
205,7,5,10,2,1,1
206,6,8,7,2,4,8
207,6,5,5,9,4,10
208,2,8,6,6,1,9
209,4,3,1,6,4,1
210,3,2,9,5,9,2
211,2,1,2,8,7,8
212,4,2,5,10,3,3
213,8,5,9,10,8,10
214,10,5,2,9,5,2
215,3,8,5,4,10,3
216,4,10,1,4,8,6
217,4,4,1,4,9,8
218,10,7,9,2,4,3
219,7,9,6,6,9,7
220,5,4,6,6,9,9
221,6,5,2,4,2,6
