,loc_0,loc_1,loc_2,loc_3,loc_4,loc_5
99,7,9,7,3,1,6
100,2,1,5,4,3,5
101,9,7,2,6,4,3
102,3,7,2,4,5,6
103,10,3,8,4,9,10
104,9,1,1,10,3,5
105,1,7,9,3,10,3
106,1,4,3,7,8,5
107,2,4,8,1,3,8
108,9,1,7,6,5,6
109,5,8,10,7,4,3
110,1,2,3,2,1,5
111,41,3,97,74,36,20
112,10,6,1,5,4,8
113,5,4,9,7,4,6
114,10,8,8,3,9,1
115,4,10,4,7,4,10
116,4,9,4,9,1,5
117,10,9,2,8,9,3
118,4,9,4,10,6,8
119,5,9,10,6,2,2
120,4,7,1,2,3,5
121,7,6,8,1,2,6
122,3,2,8,9,2,1
123,5,9,6,5,10,10
124,7,10,3,7,6,4
125,8,7,10,5,2,3
126,9,2,1,8,3,2
127,6,8,1,9,8,6
128,2,2,9,7,7,9
129,5,4,10,3,5,9
130,9,9,7,9,1,8
131,3,2,2,1,5,4
132,5,9,10,6,4,8
133,10,3,5,6,6,7
134,10,2,2,10,2,10
135,8,9,9,7,3,6
136,2,2,8,4,1,9
137,5,4,5,1,9,5
138,2,2,6,2,3,6
139,4,5,8,2,2,10
140,4,8,6,4,7,4
141,2,8,1,8,5,9
142,1,1,6,4,10,6
143,9,8,7,4,7,6
144,10,8,3,6,3,10
145,8,4,9,1,1,2
146,3,10,7,10,3,6
147,8,7,6,1,9,3
148,3,81,54,23,72,73
149,9,4,3,4,8,2
150,2,9,3,6,10,8
151,7,1,4,4,9,4
152,6,4,6,4,1,1
153,2,3,2,7,8,9
154,3,5,5,4,9,7
155,6,7,7,2,1,3
156,5,6,1,4,7,4
157,6,8,8,4,10,3
158,3,1,8,5,1,3
159,8,9,8,3,8,6
160,9,2,8,7,8,9
161,1,3,9,2,3,2
162,10,9,7,10,4,2
163,7,9,1,8,5,10
164,1,5,2,8,2,10
165,9,5,6,3,5,3
166,3,9,2,4,8,6
167,5,2,6,8,6,4
168,6,5,9,6,5,7
169,9,3,10,4,4,5
170,6,4,9,8,10,2
171,5,8,1,3,8,2
172,7,6,7,7,5,10
173,6,10,9,10,7,2
174,10,6,5,8,4,7
175,6,9,10,1,3,10
176,7,2,9,8,6,5
177,1,7,4,10,2,4
178,7,1,10,7,3,6
179,9,7,5,9,7,9
180,9,8,7,1,4,3
181,4,10,4,9,2,4
182,10,7,8,3,9,10
183,3,6,4,8,4,3
184,3,1,4,9,2,3
185,89,16,92,11,56,49
186,1,1,4,5,4,4
187,8,2,2,5,5,5
188,5,3,2,5,6,4
189,7,5,9,8,3,6
190,5,1,9,3,4,6
191,4,3,2,5,2,8
192,5,9,10,5,9,1
193,5,5,2,4,4,8
194,9,6,7,10,1,2
195,6,10,1,5,5,6
196,7,4,5,7,2,1
197,7,4,10,4,10,7
198,10,8,4,4,1,5
199,1,4,3,9,1,2
200,3,7,5,2,8,9
201,10,1,4,2,7,2
202,1,8,5,6,8,3
203,6,7,7,6,7,9
204,4,3,4,6,5,6
205,3,4,5,3,1,9
206,9,7,9,8,8,1
207,4,9,3,3,6,2
208,10,5,8,6,4,1
209,3,7,5,2,10,5
210,6,2,6,9,4,8
211,8,6,3,3,1,9
212,4,8,8,8,3,5
213,10,3,4,4,2,7
214,9,4,5,8,10,7
215,1,6,8,3,8,8
216,1,5,2,4,7,1
217,2,5,7,4,10,6
218,3,5,1,7,3,1
219,4,5,1,5,5,7
220,10,8,4,7,10,7
221,8,4,6,5,9,5
