,loc_0,loc_1,loc_2,loc_3,loc_4,loc_5
81,2,9,4,2,3,10
82,4,7,6,5,3,2
83,1,4,1,10,4,2
84,3,9,2,2,5,6
85,8,2,1,5,2,8
86,4,7,10,8,9,5
87,8,8,5,6,7,5
88,3,1,9,4,8,2
89,7,6,2,10,2,10
90,7,2,6,6,2,6
91,8,7,8,6,5,5
92,4,10,9,9,10,1
93,2,9,9,4,10,2
94,8,4,3,2,9,4
95,2,10,10,8,7,8
96,7,6,10,7,7,10
97,6,8,9,4,2,9
98,4,9,5,3,10,9
99,6,1,8,3,1,2
100,10,1,10,2,10,3
101,3,1,7,5,9,8
102,1,6,7,5,7,4
103,6,9,9,8,9,1
104,5,10,1,10,2,4
105,2,6,6,4,10,8
106,3,7,7,7,3,8
107,3,8,6,4,5,1
108,9,2,7,9,9,1
109,9,9,5,1,7,3
110,7,5,6,5,10,10
111,71,8,31,87,55,84
112,3,9,1,2,6,5
113,7,5,4,2,3,2
114,9,9,8,3,3,9
115,9,2,7,8,7,8
116,1,1,7,10,8,5
117,8,10,8,6,2,10
118,7,8,6,5,9,3
119,5,2,2,4,5,9
120,1,7,9,8,9,7
121,9,9,4,8,5,1
122,7,3,1,1,9,5
123,10,9,8,7,4,5
124,5,6,6,5,2,5
125,4,6,6,8,6,7
126,7,3,2,8,1,4
127,8,5,1,5,2,1
128,4,5,4,4,8,2
129,6,4,2,1,10,6
130,10,3,6,2,6,1
131,10,3,5,5,3,9
132,10,1,8,3,4,1
133,6,3,2,1,3,3
134,8,6,3,3,10,8
135,10,3,9,8,9,4
136,4,6,3,3,7,1
137,4,10,1,4,3,9
138,3,8,10,2,8,2
139,4,9,10,9,9,1
140,5,8,10,5,2,8
141,8,7,1,4,10,8
142,2,3,4,2,8,6
143,10,8,7,8,1,2
144,9,4,5,8,7,8
145,4,8,10,8,5,6
146,9,9,2,9,1,4
147,6,3,2,6,3,10
148,91,66,39,76,38,64
149,7,6,4,8,8,4
150,8,2,10,6,9,10
151,5,4,3,1,5,3
152,1,7,7,4,5,3
153,8,5,4,2,1,2
154,7,5,7,10,1,3
155,4,6,8,3,6,4
156,8,2,6,10,5,2
157,7,1,5,7,5,3
158,4,8,5,6,2,4
159,2,2,2,7,10,9
160,4,8,10,7,3,6
161,7,8,4,6,2,3
162,7,7,4,4,7,8
163,5,1,6,3,2,5
164,6,6,5,1,5,9
165,6,7,2,2,4,2
166,7,9,8,8,3,4
167,2,3,2,3,8,1
168,8,4,3,9,4,7
169,5,10,3,2,5,10
170,1,2,2,1,5,2
171,4,9,10,4,7,3
172,5,3,3,4,1,3
173,5,6,2,9,3,2
174,10,6,6,6,3,10
175,1,4,3,10,3,8
176,9,9,1,4,9,7
177,4,3,2,10,5,1
178,10,9,9,10,7,1
179,9,10,9,3,9,3
180,3,5,7,1,7,1
181,9,1,10,4,6,10
182,1,7,6,2,10,3
183,8,8,5,3,1,8
184,9,7,6,1,3,9
185,3,84,71,24,42,29
186,10,4,6,8,1,6
187,10,3,10,6,1,7
188,6,1,10,2,1,9
189,1,4,4,6,2,10
190,4,4,5,9,8,6
191,1,3,3,2,1,3
192,10,2,7,9,5,10
193,6,8,8,6,4,3
194,3,2,4,1,1,6
195,4,1,5,10,9,1
196,4,4,4,1,10,9
197,6,2,7,10,3,3
198,10,3,2,7,4,6
199,6,5,1,9,8,1
200,3,8,9,2,7,1
201,5,1,7,10,2,9
202,1,10,9,9,6,10
203,5,3,9,7,5,10
204,3,5,5,3,7,7
205,5,6,4,8,9,8
206,5,4,2,10,10,6
207,10,8,6,1,10,1
208,2,2,7,6,2,2
209,7,2,5,9,1,1
210,2,6,10,4,9,8
211,10,8,7,4,5,8
212,3,2,1,2,4,10
213,1,2,2,10,1,4
214,5,4,5,2,9,3
215,9,8,2,6,8,9
216,9,2,9,7,3,3
217,10,3,4,9,9,6
218,3,3,10,1,5,9
219,5,10,9,3,5,7
220,4,9,1,5,4,1
221,4,10,8,7,7,4
222,44,3,45,57,50,87
223,1,9,2,7,4,4
224,5,6,6,5,6,10
225,5,10,3,5,9,8
226,10,5,9,4,8,8
227,9,5,3,7,5,8
228,3,1,4,6,5,6
229,6,8,5,9,3,6
230,4,6,7,2,4,3
231,3,2,8,10,3,6
232,10,2,8,10,8,9
233,6,3,10,10,7,9
234,1,10,8,1,10,5
235,3,10,7,7,4,10
236,4,5,9,8,10,3
237,8,4,3,4,1,4
238,4,6,6,2,7,8
239,2,5,5,7,8,4
240,10,1,5,7,8,6
241,3,2,1,5,1,4
242,4,9,2,4,6,4
243,5,4,1,9,5,5
244,6,6,7,10,5,8
245,3,2,7,6,7,2
246,9,3,8,4,1,2
247,5,1,7,2,7,1
248,2,3,4,9,9,4
249,5,4,7,1,3,7
250,6,7,8,4,7,9
251,5,9,8,6,4,10
252,4,3,10,6,6,4
253,2,6,6,4,6,3
254,4,5,7,7,8,10
255,5,5,5,3,5,4
256,10,4,3,6,2,1
257,1,3,8,6,3,2
258,8,8,3,9,3,8
259,79,61,49,13,68,85
260,4,4,4,3,4,7
261,3,6,5,9,8,7
262,1,7,8,6,2,5
263,3,10,9,1,3,3
264,8,1,8,2,6,2
265,9,3,4,4,10,8
266,10,10,5,7,1,4
267,4,10,7,4,1,5
268,4,2,6,10,3,7
269,3,5,6,2,4,2
270,10,8,4,7,7,1
271,5,9,10,7,9,7
272,6,8,2,3,8,6
273,6,10,3,1,9,4
274,1,3,5,5,7,2
275,1,5,7,3,6,1
276,3,1,5,9,2,3
277,6,2,6,5,7,10
278,5,8,3,7,6,9
279,3,7,1,3,8,6
280,4,6,1,1,7,8
281,6,10,10,6,3,9
282,5,3,1,8,4,10
283,1,8,4,2,1,4
284,7,5,5,1,3,1
285,2,7,2,6,9,4
286,3,5,1,8,2,10
287,3,3,2,5,10,8
288,6,4,1,3,5,9
289,10,7,7,1,6,6
290,7,9,8,10,10,5
291,8,4,7,7,10,2
292,2,10,8,10,1,10
293,3,4,10,8,8,4
294,9,5,10,4,2,5
295,8,4,2,1,9,10
